Organization_Name,Monitoring_Location_ID,Monitoring_Location_Name,DEP_Latitude,DEP_Longitude,Activity_Start_Date,DEP_Analyte_Name,DEP_Result_Value_Number,DEP_Result_Unit,Bay_Section_1
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,01/22/2021,Nitrogen- Total,0.46,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,04/13/2021,Nitrogen- Total,0.4,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,07/14/2021,Nitrogen- Total,0.48,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,06/11/2021,Nitrogen- Total,0.48,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,09/15/2021,Nitrogen- Total,0.46,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,08/13/2021,Nitrogen- Total,0.48,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,01/07/2022,Nitrogen- Total,0.4,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,11/05/2021,Nitrogen- Total,0.35,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,12/10/2021,Nitrogen- Total,0.39,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,02/11/2022,Nitrogen- Total,0.32,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,04/18/2022,Nitrogen- Total,0.59,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,05/13/2022,Nitrogen- Total,0.6,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,03/16/2022,Nitrogen- Total,0.94,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,10/21/2022,Nitrogen- Total,0.4,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,09/15/2022,Nitrogen- Total,0.48,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,08/15/2022,Nitrogen- Total,0.46,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,07/13/2022,Nitrogen- Total,0.45,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,06/17/2022,Nitrogen- Total,0.74,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,04/10/2023,Nitrogen- Total,0.72,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,02/21/2023,Nitrogen- Total,0.38,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,03/22/2023,Nitrogen- Total,0.57,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,11/17/2022,Nitrogen- Total,0.41,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-LULLWATER-1,Bay-Lullwater-1,30.2222,-85.8798,01/23/2023,Nitrogen- Total,0.39,mg/L,Lullwater Lake
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,04/21/2019,Nitrogen- Total,0.19,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,04/21/2019,Nitrogen- Total,0.19,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,12/17/2018,Nitrogen- Total,0.31,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,12/17/2018,Nitrogen- Total,0.31,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,02/15/2019,Nitrogen- Total,0.18,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,02/15/2019,Nitrogen- Total,0.18,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,12/15/2019,Nitrogen- Total,0.14,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,12/15/2019,Nitrogen- Total,0.14,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,02/29/2020,Nitrogen- Total,0.33,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,02/29/2020,Nitrogen- Total,0.33,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,06/25/2020,Nitrogen- Total,0.32,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,06/25/2020,Nitrogen- Total,0.32,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,04/24/2020,Nitrogen- Total,0.26,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,04/24/2020,Nitrogen- Total,0.26,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,05/08/2020,Nitrogen- Total,0.2,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,05/08/2020,Nitrogen- Total,0.2,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,10/19/2020,Nitrogen- Total,0.29,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,10/19/2020,Nitrogen- Total,0.29,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,08/31/2020,Nitrogen- Total,0.69,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,08/31/2020,Nitrogen- Total,0.69,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,12/17/2020,Nitrogen- Total,0.22,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,12/17/2020,Nitrogen- Total,0.22,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,02/17/2021,Nitrogen- Total,0.35,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,02/17/2021,Nitrogen- Total,0.35,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,06/14/2021,Nitrogen- Total,0.26,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,06/14/2021,Nitrogen- Total,0.26,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,04/19/2021,Nitrogen- Total,0.2,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,04/19/2021,Nitrogen- Total,0.2,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,08/09/2021,Nitrogen- Total,0.32,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,08/09/2021,Nitrogen- Total,0.32,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,12/28/2021,Nitrogen- Total,0.18,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,12/28/2021,Nitrogen- Total,0.18,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,10/21/2021,Nitrogen- Total,0.4,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,10/21/2021,Nitrogen- Total,0.4,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,10/18/2022,Nitrogen- Total,0.24,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,10/18/2022,Nitrogen- Total,0.24,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,04/22/2022,Nitrogen- Total,0.22,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,04/22/2022,Nitrogen- Total,0.22,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,02/24/2022,Nitrogen- Total,0.18,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,02/24/2022,Nitrogen- Total,0.18,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,06/23/2022,Nitrogen- Total,0.25,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,06/23/2022,Nitrogen- Total,0.25,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,08/24/2022,Nitrogen- Total,0.29,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,08/24/2022,Nitrogen- Total,0.29,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,04/25/2023,Nitrogen- Total,0.29,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,04/25/2023,Nitrogen- Total,0.29,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,12/29/2022,Nitrogen- Total,0.18,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,12/29/2022,Nitrogen- Total,0.18,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,02/16/2023,Nitrogen- Total,0.28,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-BURNT M-1L,Bay-Burnt Mill Lower-1,30.296,-85.7617,02/16/2023,Nitrogen- Total,0.28,mg/L,West Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,12/07/2018,Nitrogen- Total,0.34,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,12/07/2018,Nitrogen- Total,0.34,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,08/09/2019,Nitrogen- Total,0.27,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,08/09/2019,Nitrogen- Total,0.27,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,06/13/2019,Nitrogen- Total,0.16,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,06/13/2019,Nitrogen- Total,0.16,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,04/26/2019,Nitrogen- Total,0.21,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,04/26/2019,Nitrogen- Total,0.21,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,12/27/2019,Nitrogen- Total,0.21,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,12/27/2019,Nitrogen- Total,0.21,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,10/14/2021,Nitrogen- Total,0.44,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,10/14/2021,Nitrogen- Total,0.44,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,04/26/2020,Nitrogen- Total,0.19,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,04/26/2020,Nitrogen- Total,0.19,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,02/28/2020,Nitrogen- Total,0.28,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,02/28/2020,Nitrogen- Total,0.28,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,06/10/2020,Nitrogen- Total,0.17,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,06/10/2020,Nitrogen- Total,0.17,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,08/13/2020,Nitrogen- Total,0.34,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,08/13/2020,Nitrogen- Total,0.34,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,12/03/2020,Nitrogen- Total,0.2,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,12/03/2020,Nitrogen- Total,0.2,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,10/07/2020,Nitrogen- Total,0.27,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,10/07/2020,Nitrogen- Total,0.27,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,04/28/2021,Nitrogen- Total,0.22,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,04/28/2021,Nitrogen- Total,0.22,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,02/08/2021,Nitrogen- Total,0.19,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,02/08/2021,Nitrogen- Total,0.19,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,06/16/2021,Nitrogen- Total,0.21,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,06/16/2021,Nitrogen- Total,0.21,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,12/20/2021,Nitrogen- Total,0.22,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,12/20/2021,Nitrogen- Total,0.22,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,02/14/2022,Nitrogen- Total,0.16,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,02/14/2022,Nitrogen- Total,0.16,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,04/18/2022,Nitrogen- Total,0.19,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,04/18/2022,Nitrogen- Total,0.19,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,06/20/2022,Nitrogen- Total,0.23,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,06/20/2022,Nitrogen- Total,0.23,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,08/17/2022,Nitrogen- Total,0.33,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,08/17/2022,Nitrogen- Total,0.33,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,10/05/2022,Nitrogen- Total,0.22,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,10/05/2022,Nitrogen- Total,0.22,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,02/28/2023,Nitrogen- Total,0.23,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,02/28/2023,Nitrogen- Total,0.23,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,04/10/2023,Nitrogen- Total,0.23,mg/L,North Bay
FLORIDA LAKEWATCH,BAY-NO-THBAY-3,Bay-North Bay-3,30.2533,-85.685,04/10/2023,Nitrogen- Total,0.23,mg/L,North Bay
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,07/06/2022,Nitrogen- Total,0.43,mg/L,Tresca Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,08/02/2022,Nitrogen- Total,0.4,mg/L,Tresca Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,06/08/2022,Nitrogen- Total,0.44,mg/L,Tresca Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,09/07/2022,Nitrogen- Total,0.38,mg/L,Tresca Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,10/04/2022,Nitrogen- Total,0.36,mg/L,Tresca Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,11/02/2022,Nitrogen- Total,0.24,mg/L,Tresca Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,09/22/2020,Nitrogen- Total,0.64,mg/L,Tresca Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,11/12/2019,Nitrogen- Total,0.46,mg/L,Tresca Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,04/16/2019,Nitrogen- Total,0.59,mg/L,Tresca Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,10/19/2020,Nitrogen- Total,0.87,mg/L,Tresca Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,12/02/2019,Nitrogen- Total,0.47,mg/L,Tresca Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,07/17/2020,Nitrogen- Total,0.51,mg/L,Tresca Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,01/13/2020,Nitrogen- Total,0.44,mg/L,Tresca Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,04/13/2020,Nitrogen- Total,0.47,mg/L,Tresca Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,05/03/2022,Nitrogen- Total,0.46,mg/L,Tresca Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,08/07/2019,Nitrogen- Total,0.57,mg/L,Tresca Lake
CHOCTAWHATCHEE BASIN ALLIANCE,WAL-TRESCA-1,"Tresca Lake (north side, closer to Lakewood)",30.3071,-86.0908,11/08/2021,Nitrogen- Total,0.54,mg/L,Tresca Lake
