Organization ID,Organization Name,Monitoring Location ID,Waterbody Name,Org Decimal Latitude,Org Latitude (DD MM SS.SSSS),Org Decimal Longitude,Org Longitude (DD MM SS.SSSS),DEP Latitude,DEP Longitude,County,WBID,Activity Type,Activity Start Date Time,Sample Collection Type,Sampling Agency Name,Activity Comments,DEP Analyte Name,Org Result Value,Org Result Unit,DEP Result Value Number,DEP Result Value Text,DEP Result Unit,Result Comments
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-9-1,,30.4909999,,-86.2458333,,30.48783407,-86.24790653,WALTON,742,Sample,07/19/2023 14:02,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,12,ug/L,12,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-9-1,,30.4909999,,-86.2458333,,30.48783407,-86.24790653,WALTON,742,Sample,01/25/2025 10:00,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,4,ug/L,4,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-9-1,,30.4909999,,-86.2458333,,30.48783407,-86.24790653,WALTON,742,Sample,11/18/2024 9:00,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,11,ug/L,0.011,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-9-1,,30.4909999,,-86.2458333,,30.48783407,-86.24790653,WALTON,742,Sample,10/10/2022 9:10,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,3,ug/L,3,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-9-1,,30.4909999,,-86.2458333,,30.48783407,-86.24790653,WALTON,742,Sample,11/17/2020 10:00,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,15,ug/L,0.015,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-9-1,,30.4909999,,-86.2458333,,30.48783407,-86.24790653,WALTON,742,Sample,09/28/2021 14:15,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,12,ug/L,0.012,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-9-1,,30.4909999,,-86.2458333,,30.48783407,-86.24790653,WALTON,742,Sample,03/23/2021 10:00,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,140,ug/L,0.14,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-9-1,,30.4909999,,-86.2458333,,30.48783407,-86.24790653,WALTON,742,Sample,01/19/2021 10:45,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,90,ug/L,0.09,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-9-1,,30.4909999,,-86.2458333,,30.48783407,-86.24790653,WALTON,742,Sample,01/19/2021 10:45,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,8,ug/L,0.008,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-9-1,,30.4909999,,-86.2458333,,30.48783407,-86.24790653,WALTON,742,Sample,05/15/2023 7:45,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,13,ug/L,0.013,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-9-1,,30.4909999,,-86.2458333,,30.48783407,-86.24790653,WALTON,742,Sample,05/15/2023 7:45,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,110,ug/L,0.11,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-9-1,,30.4909999,,-86.2458333,,30.48783407,-86.24790653,WALTON,742,Sample,08/18/2023 12:58,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,5,ug/L,5,,ug/L,
21FLPNS,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,G3NW0272,,30.16266,,-85.67111,,30.16265999,-85.67111,BAY,1131C,Sample,06/26/2025 13:15,Direct Grab,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,,Chlorophyll a- corrected,4.8,ug/L,4.8,,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.
21FLPNS,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,G3NW0165,,30.35274,,-86.244117,,30.35274,-86.244117,WALTON,959C,Sample,06/18/2019 11:35,Direct Grab,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,,Chlorophyll a- corrected,25,ug/L,25,,ug/L,
21FLTLHR,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,G2TLHR0032,,30.5778,,-85.059,,30.5778,-85.059,CALHOUN,512,Sample,08/23/2018 11:10,Direct Grab,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,,Phosphorus- Total,0.006,mg/L,0.006,,mg/L,
21FLPNS,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,G4NW0050,,30.77888,,-86.185,,30.77887999,-86.185,WALTON,266A,Sample,09/27/2023 12:25,Direct Grab,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,,Chlorophyll a- corrected,4.6,ug/L,4.6,,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-8-1,,30.4224999,,-86.2871666,,30.42151471,-86.28608507,WALTON,778C,Sample,04/24/2019 10:50,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,290,ug/L,0.29,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-8-1,,30.4224999,,-86.2871666,,30.42151471,-86.28608507,WALTON,778C,Sample,06/09/2023 15:00,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,13,ug/L,0.013,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-8-1,,30.4224999,,-86.2871666,,30.42151471,-86.28608507,WALTON,778C,Sample,07/12/2024 14:10,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,21,ug/L,0.021,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-8-1,,30.4224999,,-86.2871666,,30.42151471,-86.28608507,WALTON,778C,Sample,11/14/2024 8:15,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,3,ug/L,3,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-8-1,,30.4224999,,-86.2871666,,30.42151471,-86.28608507,WALTON,778C,Sample,12/16/2024 9:09,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,15,ug/L,0.015,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-8-1,,30.4224999,,-86.2871666,,30.42151471,-86.28608507,WALTON,778C,Sample,04/09/2025 13:15,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,1,ug/L,1,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-8-1,,30.4224999,,-86.2871666,,30.42151471,-86.28608507,WALTON,778C,Sample,02/13/2023 11:50,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,2,ug/L,2,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-8-1,,30.4224999,,-86.2871666,,30.42151471,-86.28608507,WALTON,778C,Sample,09/06/2019 13:50,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,310,ug/L,0.31,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-8-1,,30.4224999,,-86.2871666,,30.42151471,-86.28608507,WALTON,778C,Sample,10/07/2020 10:20,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,3,ug/L,3,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-8-1,,30.4224999,,-86.2871666,,30.42151471,-86.28608507,WALTON,778C,Sample,07/14/2021 11:50,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,410,ug/L,0.41,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-8-1,,30.4224999,,-86.2871666,,30.42151471,-86.28608507,WALTON,778C,Sample,08/08/2019 14:50,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Chlorophyll a- corrected,3,ug/L,3,,ug/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-8-1,,30.4224999,,-86.2871666,,30.42151471,-86.28608507,WALTON,778C,Sample,06/09/2020 7:15,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Nitrogen- Total,240,ug/L,0.24,,mg/L,
21FLCBA,CHOCTAWHATCHEE BASIN ALLIANCE,WAL-A BEACH-8-1,,30.4224999,,-86.2871666,,30.42151471,-86.28608507,WALTON,778C,Sample,06/09/2021 12:05,Direct Grab,CHOCTAWHATCHEE BASIN ALLIANCE,,Phosphorus- Total,17,ug/L,0.017,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-EA-STBAY-4,EAST BAY,30.0983,,-85.61,,30.0983,-85.61,BAY,1061F,Sample,08/14/2019 13:02,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Phosphorus- Total,15,ug/L,0.015,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-EA-STBAY-4,EAST BAY,30.0983,,-85.61,,30.0983,-85.61,BAY,1061F,Sample,08/24/2021 10:47,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Nitrogen- Total,410,ug/L,0.41,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-EA-STBAY-4,EAST BAY,30.0983,,-85.61,,30.0983,-85.61,BAY,1061F,Sample,12/16/2024 10:02,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Chlorophyll a- corrected,1,ug/L,1,,ug/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-EA-STBAY-4,EAST BAY,30.0983,,-85.61,,30.0983,-85.61,BAY,1061F,Sample,10/26/2020 11:28,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Nitrogen- Total,360,ug/L,0.36,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-EA-STBAY-4,EAST BAY,30.0983,,-85.61,,30.0983,-85.61,BAY,1061F,Sample,04/28/2020 10:27,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Chlorophyll a- corrected,1,ug/L,1,,ug/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-EA-STBAY-4,EAST BAY,30.0983,,-85.61,,30.0983,-85.61,BAY,1061F,Sample,04/28/2020 10:27,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Phosphorus- Total,11,ug/L,0.011,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-EA-STBAY-4,EAST BAY,30.0983,,-85.61,,30.0983,-85.61,BAY,1061F,Sample,04/18/2023 11:23,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Nitrogen- Total,220,ug/L,0.22,,mg/L,
21FLPNS,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,G3NW0065,,30.55454,,-86.1846,,30.55454,-86.1846,WALTON,432,Sample,05/21/2018 12:45,Direct Grab,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,,Phosphorus- Total,0.004,mg/L,0.004,,mg/L,
21FLTLHR,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,11371,CYPRESS SPRING,30.65874611,,-85.68416667,,30.6587461,-85.68416667,WASHINGTON,348Z,Sample,10/25/2022 12:15,Intermediate Grab,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,,Phosphorus- Total,0.024,mg/L,0.024,,mg/L,
21FLTLHR,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,11371,CYPRESS SPRING,30.65874611,,-85.68416667,,30.6587461,-85.68416667,WASHINGTON,348Z,Sample,04/17/2025 11:30,Intermediate Grab,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,,Phosphorus- Total,0.025,mg/L,0.025,,mg/L,
21FLTLHR,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,11371,CYPRESS SPRING,30.65874611,,-85.68416667,,30.6587461,-85.68416667,WASHINGTON,348Z,Sample,01/06/2025 13:25,Intermediate Grab,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,,Phosphorus- Total,0.023,mg/L,0.023,,mg/L,
21FLPNS,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,32010089,,30.73569,,-86.2252,,30.73569,-86.2252,WALTON,323,Sample,02/28/2013 13:50,Direct Grab,FDEP NORTHWEST REGIONAL OPERATIONS CENTER,,Chlorophyll a- corrected,0.76,ug/L,0.76,,ug/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-EA-STBAY-1,EAST BAY,30.0383,,-85.4867,,30.0383,-85.4867,BAY,1061F,Sample,08/14/2019 12:04,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Phosphorus- Total,25,ug/L,0.025,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-EA-STBAY-1,EAST BAY,30.0383,,-85.4867,,30.0383,-85.4867,BAY,1061F,Sample,02/13/2019 14:14,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Chlorophyll a- corrected,2,ug/L,2,,ug/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-EA-STBAY-1,EAST BAY,30.0383,,-85.4867,,30.0383,-85.4867,BAY,1061F,Sample,06/16/2020 9:30,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Phosphorus- Total,12,ug/L,0.012,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-EA-STBAY-1,EAST BAY,30.0383,,-85.4867,,30.0383,-85.4867,BAY,1061F,Sample,02/25/2021 9:35,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Nitrogen- Total,520,ug/L,0.52,,mg/L,
21FLKWAT,FLORIDA LAKEWATCH,BAY-EA-STBAY-1,EAST BAY,30.0383,,-85.4867,,30.0383,-85.4867,BAY,1061F,Sample,06/29/2021 9:00,Direct Grab,ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.,,Phosphorus- Total,24,ug/L,0.024,,mg/L,
21FLWQA,FDEP WATERSHED ASSESSMENT SECTION,3203Q7S5,,30.1144444,,-85.683333,,30.1144444,-85.683333,BAY,1061E,Sample,03/14/2018 10:57,Direct Grab,FDEP CENTRAL PANHANDLE AQUATIC PRESERVES,,Phosphorus- Total,0.009,mg/L,0.009,,mg/L,
21FLWQA,FDEP WATERSHED ASSESSMENT SECTION,3203Q7S5,,30.1144444,,-85.683333,,30.1144444,-85.683333,BAY,1061E,Sample,11/19/2018 11:27,Direct Grab,FDEP CENTRAL PANHANDLE AQUATIC PRESERVES,,Chlorophyll a- corrected,6.8,ug/L,6.8,,ug/L,
21FLWQA,FDEP WATERSHED ASSESSMENT SECTION,3203Q7S5,,30.1144444,,-85.683333,,30.1144444,-85.683333,BAY,1061E,Sample,03/24/2020 12:37,Direct Grab,FDEP CENTRAL PANHANDLE AQUATIC PRESERVES,,Phosphorus- Total,0.007,mg/L,0.007,,mg/L,
